transaction_id,account_id,customer_id,timestamp,amount,currency,transaction_type,origin_country,destination_country,channel,memo
TXN0002605,ACC0000090,CUST0000090,08-02-2026 19:48:24,$507.82,USD,wire,JP,SG,online,invoice pmt
TXN0004124,ACC0000135,CUST0000135,01/19/2026 06:26,317.24,USD,transfer,NL,NL,atm,transfer
TXN0001695,ACC0000055,CUST0000055,01/27/2026 18:31,181.37,USD,cash_withdrawal,NL,NL,mobile,payment
TXN0010713,ACC0000362,CUST0000362,01/14/2026 12:09,437.21,USD,wire,UK,NL,phone,payment
TXN0006928,ACC0000235,CUST0000235,05-02-2026 19:21:50,911.95,USD,wire,CA,FR,branch,transfer
TXN0010420,ACC0000352,CUST0000352,2026-01-15 18:15:48,409.15,USD,cash_withdrawal,UK,UK,mobile,transfer
TXN0007081,ACC0000242,CUST0000242,24-01-2026 04:46:54,707.41,USD,wire,UK,AU,online,invoice pmt
TXN0001609,ACC0000051,CUST0000051,14-02-2026 03:07:51,1505.78,USD,card, IE,IE,phone,  misc  
TXN0005376,ACC0000182,CUST0000182,2026-01-20T02:30:04,594.97,USD,cash_withdrawal,SG,SG,branch,transfer
TXN0004485,ACC0000151,CUST0000151,13-02-2026 08:16:10,384.49,USD,card, US,US,online,    
TXN0006463,ACC0000218,CUST0000218,2026-01-23T11:26:48,$473.45,USD,card,UK,UK,mobile,
TXN0009915,ACC0000336,CUST0000336,01/26/2026 04:14,115.03,USD,transfer,SG,SG,phone,n/a
TXN0002237,ACC0000075,CUST0000075,2026-01-21 07:25:50,489.05,USD,cash_deposit,FR,FR,atm,n/a
TXN0010730,ACC0000362,CUST0000362,02-01-2026 11:50:48,538.94,USD,card,UK,UK,phone,misc
TXN0001459,ACC0000048,CUST0000048,26-01-2026 08:28:56,114.3,USD,card,AU,AU,atm,invoice pmt
TXN0001761,ACC0000058,CUST0000058,2026-02-13T20:11:31,1210.18,USD,cash_withdrawal, CA,CA,atm,  n/a  
TXN0004121,ACC0000135,CUST0000135,2026-01-28T18:25:39,627.49,USD,cash_withdrawal,NL,NL,online,transfer
TXN0006516,ACC0000220,CUST0000220,2026-01-30 04:49:46,889.57,USD,cash_deposit,JP,JP,branch,
TXN0007694,ACC0000263,CUST0000263,2026-01-26 22:12:06,601.59,USD,cash_deposit,NL,NL,mobile,transfer
TXN0006860,ACC0000233,CUST0000233,09-02-2026 10:00:12,1178.61,USD,cash_deposit,US,US,mobile,transfer
TXN0011091,ACC0000373,CUST0000373,08-02-2026 21:26:26,536.02,USD,ach,UK,UK,branch,misc
TXN0005081,ACC0000171,CUST0000171,01/25/2026 08:30,1208.4,USD,cash_deposit,IE,IE,mobile,payment
TXN0011223,ACC0000377,CUST0000377,12-02-2026 18:30:36,1175.12,USD,card,IE,IE,mobile,misc
TXN0002448,ACC0000085,,2026-01-29 09:49:57,303.59,USD,transfer,FR,FR,atm,payment
TXN0009561,ACC0000324,CUST0000324,01/11/2026 19:34,950.83,USD,ach, SG,SG,online,  misc  
TXN0006002,ACC0000203,CUST0000203,05-02-2026 20:21:07,177.87,USD,card,AU,AU,atm,misc
TXN0001855,ACC0000061,CUST0000061,2026-01-17T23:27:18,261.87,USD,transfer,SG,SG,mobile,transfer
TXN0000077,ACC0000003,CUST0000003,03-01-2026 09:49:27,84.67,USD,ach,AU,AU,branch,payment
TXN0004927,ACC0000164,CUST0000164,2026-01-25T16:15:04,493.69,USD,cash_withdrawal,UK,UK,atm,n/a
TXN0006703,ACC0000227,CUST0000227,2026-01-12T11:39:54,974.58,USD,ach,UK,UK,online,transfer
TXN0006214,ACC0000210,CUST0000210,2026-02-04T14:05:50,195.27,USD,wire,CA,DE,branch,misc
TXN0002692,ACC0000093,CUST0000093,2026-01-01T09:15:07,397.12,USD,transfer,NL,NL,branch,transfer
TXN0007980,ACC0000271,CUST0000271,2026-01-05 17:13:31,245.75,USD,cash_deposit,NL,NL,branch,n/a
TXN0011567,ACC0000388,CUST0000388,2026-01-07T19:28:19,756.47,USD,card,AU,AU,branch,misc
TXN0000211,ACC0000008,CUST0000008,01/18/2026 15:46,730.25,USD,ach,DE,DE,mobile,
TXN0002440,ACC0000084,CUST0000084,2026-02-02T20:24:47,766.17,USD,cash_withdrawal,UK,UK,atm,invoice pmt
TXN0011744,ACC0000393,CUST0000393,01/26/2026 20:14,50.11,USD,ach,DE,DE,online,
TXN0008262,ACC0000279,CUST0000279,31-01-2026 11:13:47,51.7,USD,ach,FR,FR,phone,transfer
TXN0002192,ACC0000073,CUST0000073,21-01-2026 01:56:43,374.95,USD,transfer,FR,FR,mobile,n/a
TXN0010634,ACC0000360,CUST0000360,08-01-2026 05:34:12,1020.56,USD,transfer,NL,NL,mobile,misc
TXN0002868,ACC0000097,CUST0000097,01/23/2026 21:39,1405.74,USD,transfer,FR,FR,branch,payment
TXN0000399,ACC0000015,CUST0000015,23-01-2026 00:28:37,2261.62,USD,ach,SG,SG,atm,payment
TXN0005953,ACC0000202,CUST0000202,2026-01-07T02:01:22,637.04,USD,cash_withdrawal,SG,SG,branch,transfer
TXN0001847,ACC0000061,CUST0000061,17-01-2026 23:48:14,462.63,USD,transfer,SG,SG,mobile,n/a
TXN0009029,ACC0000302,CUST0000302,01/07/2026 22:16,768.27,USD,wire,FR,US,branch,
TXN0003456,ACC0000114,CUST0000114,18-01-2026 04:14:49,1028.91,USD,cash_deposit,US,US,atm,payment
TXN0004097,ACC0000132,CUST0000132,22-01-2026 22:31:51,244.06,USD,card,JP,JP,mobile,transfer
TXN0010365,ACC0000350,CUST0000350,02/08/2026 19:28,804.96,USD,ach,UK,UK,mobile,invoice pmt
TXN0010247,ACC0000346,CUST0000346,2026-01-25 22:43:41,188.18,USD,transfer,IE,IE,phone,invoice pmt
TXN0008689,ACC0000295,CUST0000295,01/06/2026 06:00,86.75,USD,wire, NL,UK,atm,  transfer  
TXN0000861,ACC0000028,CUST0000028,2026-01-27T00:29:17,857.58,USD,wire,SG,FR,phone,transfer
TXN0012159,ACC0000321,CUST0000321,14-01-2026 08:19:24,1000.0,USD,wire,US,US,online,payroll
TXN0003282,ACC0000110,CUST0000110,2026-02-12 20:57:47,292.52,USD,transfer,JP,JP,phone,invoice pmt
TXN0004969,ACC0000165,CUST0000165,2026-02-03T14:24:06,888.74,USD,wire,JP,US,phone,invoice pmt
TXN0001224,ACC0000041,CUST0000041,03-02-2026 05:51:01,504.89,USD,transfer,FR,FR,atm,invoice pmt
TXN0007079,ACC0000242,CUST0000242,2026-02-12T04:33:08,384.05,USD,wire,UK,SG,online,invoice pmt
TXN0005769,ACC0000195,CUST0000195,2026-01-02T17:32:36,645.99,USD,ach,FR,FR,atm,
TXN0010361,ACC0000350,CUST0000350,24-01-2026 10:29:45,750.83,USD,wire,UK,UK,branch,transfer
TXN0005177,ACC0000176,CUST0000176,02-02-2026 07:53:02,225.66,USD,transfer,CA,CA,branch,n/a
TXN0002802,ACC0000095,CUST0000095,2026-01-27 22:29:56,603.48,USD,cash_withdrawal,SG,SG,branch,
TXN0011746,ACC0000393,CUST0000393,22-01-2026 06:01:11,57.35,USD,ach,DE,DE,online,n/a
TXN0006774,ACC0000230,CUST0000230,01/17/2026 22:01,64.08,USD,cash_withdrawal,AU,AU,mobile,misc
TXN0011486,ACC0000385,CUST0000385,31-01-2026 08:13:06,175.03,USD,ach,US,US,phone,payment
TXN0002312,ACC0000079,CUST0000079,02/12/2026 12:18,363.02,USD,transfer,US,US,online,invoice pmt
TXN0000724,ACC0000023,CUST0000023,02/07/2026 12:00,748.84,USD,transfer,FR,FR,phone,misc
TXN0007133,ACC0000244,CUST0000244,2026-02-09T22:39:36,726.91,USD,wire,UK,JP,branch,
TXN0008696,ACC0000295,CUST0000295,2026-01-21 10:48:23,519.2,USD,cash_withdrawal,NL,NL,atm,invoice pmt
TXN0005736,ACC0000195,CUST0000195,2026-01-05 04:59:32,787.91,USD,cash_deposit,FR,FR,mobile,
TXN0000111,ACC0000004,CUST0000004,2026-01-16 18:30:26,502.89,USD,transfer,AU,AU,mobile,
TXN0009689,ACC0000327,CUST0000327,2026-01-05 04:16:15,377.87,USD,ach,FR,FR,phone,n/a
TXN0001139,ACC0000038,CUST0000038,2026-01-16T03:32:12,$439.35,USD,card,JP,JP,atm,
TXN0002112,ACC0000071,CUST0000071,09-02-2026 22:40:19,350.46,USD,transfer,DE,DE,phone,
TXN0005889,ACC0000200,CUST0000200,23-01-2026 11:14:45,75.1,USD,cash_deposit,FR,FR,atm,
TXN0001258,ACC0000041,CUST0000041,02/10/2026 02:14,452.59,USD,card, FR,FR,phone,  n/a  
TXN0004328,ACC0000145,CUST0000145,02/02/2026 10:24,987.25,USD ,transfer,UK,UK,online,payment
TXN0001793,ACC0000059,CUST0000059,2026-01-19 12:09:52,120.67,USD,wire,NL,SG,mobile,invoice pmt
TXN0004271,ACC0000142,CUST0000142,01/28/2026 14:15,583.17,USD,cash_deposit,US,US,online,
TXN0010240,ACC0000346,CUST0000346,01/02/2026 09:18,56.81,USD,card,IE,IE,atm,misc
TXN0004714,ACC0000157,CUST0000157,02/08/2026 02:47,870.65,USD,transfer,FR,FR,atm,payment
TXN0000159,ACC0000005,CUST0000005,01/12/2026 19:04,1402.17,USD,cash_withdrawal,CA,CA,phone,misc
TXN0002759,ACC0000094,CUST0000094,2026-02-10T04:45:18,703.91,USD,transfer,SG,SG,mobile,
TXN0003795,ACC0000123,CUST0000123,10-02-2026 17:01:19,107.3,USD,ach,AU,AU,phone,transfer
TXN0008670,ACC0000295,CUST0000295,2026-01-11T07:46:13,936.63,USD,ach,NL,NL,branch,transfer
TXN0009599,ACC0000325,CUST0000325,01/08/2026 09:13,103.93,USD,cash_withdrawal,UK,UK,atm,transfer
TXN0006469,ACC0000219,CUST0000219,12-01-2026 23:37:11,610.47,USD,cash_withdrawal,UK,UK,mobile,invoice pmt
TXN0000695,ACC0000022,CUST0000022,2026-02-01T05:49:06,142.13,USD,card,AU,AU,branch,
TXN0002524,ACC0000088,CUST0000088,01/30/2026 12:29,237.23,USD,cash_deposit,DE,DE,mobile,payment
TXN0003686,ACC0000120,CUST0000120,01-02-2026 18:03:42,143.28,USD,wire,DE,AU,phone,invoice pmt
TXN0009379,ACC0000319,CUST0000319,2026-01-31 13:11:10,59.4,USD,wire,AU,DE,online,invoice pmt
TXN0005198,ACC0000176,CUST0000176,01/25/2026 17:05,331.17,USD,transfer,CA,CA,online,misc
TXN0001774,ACC0000059,CUST0000059,2026-02-14T05:25:13,170.12,USD,card,NL,NL,phone,misc
TXN0009616,ACC0000325,CUST0000325,07-01-2026 09:26:06,136.12,USD,card,UK,UK,phone,
TXN0005304,ACC0000180,CUST0000180,01/21/2026 17:51,1053.91,USD,wire,AU,JP,branch,
TXN0004084,ACC0000132,CUST0000132,2026-02-10 18:37:51,446.97,USD,transfer,JP,JP,branch,invoice pmt
TXN0008155,ACC0000275,CUST0000275,13-02-2026 01:17:21,488.42,USD,ach,IE,IE,online,payment
TXN0007103,ACC0000243,CUST0000243,2026-01-23T15:06:24,$128.39,USD,cash_deposit,CA,CA,mobile,transfer
TXN0006791,ACC0000231,CUST0000231,2026-01-02 09:44:37,$421.00,USD,transfer,JP,JP,branch,
TXN0011691,ACC0000391,CUST0000391,2026-01-20 06:11:26,418.81,USD,card,SG,SG,online,invoice pmt
TXN0006344,ACC0000213,CUST0000213,2026-01-09T19:16:45,501.81,USD,cash_withdrawal,JP,JP,mobile,transfer
TXN0005373,ACC0000182,CUST0000182,2026-02-04 11:55:01,585.23,USD,transfer,SG,SG,phone,misc
TXN0000769,ACC0000024,CUST0000024,14-01-2026 22:24:05,830.34,USD,cash_deposit,FR,FR,online,invoice pmt
TXN0010291,ACC0000348,CUST0000348,2026-02-13 09:28:22,1362.08,USD,wire,SG,UK,branch,invoice pmt
TXN0000616,ACC0000020,,02-01-2026 16:55:00,51.08,USD,cash_deposit,FR,FR,online,misc
TXN0005537,ACC0000187,CUST0000187,2026-01-21 03:39:10,668.22,USD,ach,CA,CA,atm,misc
TXN0005374,ACC0000182,CUST0000182,2026-01-24 01:46:28,825.29,USD,card,SG,SG,mobile,misc
TXN0007094,ACC0000242,CUST0000242,26-01-2026 10:09:33,597.0,USD,transfer,UK,UK,mobile,transfer
TXN0012013,ACC0000328,CUST0000328,01/29/2026 21:04,1499.76,USD,transfer,US,US,online,
TXN0007542,ACC0000257,CUST0000257,07-02-2026 20:29:49,199.23,USD,card,FR,FR,mobile,
TXN0002086,ACC0000069,CUST0000069,01/05/2026 08:41,81.54,USD,transfer,UK,UK,branch,transfer
TXN0004021,ACC0000130,CUST0000130,01/16/2026 11:18,375.37,USD,cash_withdrawal,FR,FR,mobile,n/a
TXN0008423,ACC0000286,CUST0000286,17-01-2026 08:56:05,94.14,USD,cash_deposit,IE,IE,atm,payment
TXN0012031,ACC0000058,CUST0000058,2026-01-16 09:11:03,945.28,usd,ach,CA,CA,online,
TXN0006064,ACC0000205,CUST0000205,2026-01-29T11:21:54,81.24,usd,ach,SG,SG,phone,
TXN0000366,ACC0000014,CUST0000014,01/11/2026 04:00,967.43,USD,ach,IE,IE,mobile,transfer
TXN0008641,ACC0000293,CUST0000293,2026-01-15T21:32:25,421.88,USD,card,DE,DE,online,
TXN0006381,ACC0000214,CUST0000214,02/02/2026 07:23,366.42,USD,card,DE,DE,mobile,misc
TXN0010275,ACC0000348,CUST0000348,01/25/2026 02:15,1445.94,USD,cash_deposit,SG,SG,phone,
TXN0007899,ACC0000269,CUST0000269,2026-02-12 15:59:15,6906.49,USD,wire,CA,SG,mobile,misc
TXN0001058,ACC0000034,CUST0000034,2026-01-15T04:37:01,718.29,USD,cash_deposit,CA,CA,branch,n/a
TXN0010261,ACC0000347,CUST0000347,2026-02-09T23:39:19,224.62,USD,wire,CA,NL,phone,invoice pmt
TXN0005746,ACC0000195,CUST0000195,2026-01-12T09:37:31,635.76,USD,wire,FR,SG,online,n/a
TXN0005085,ACC0000171,CUST0000171,02/01/2026 22:32,492.38,USD,ach,IE,IE,mobile,invoice pmt
TXN0011728,ACC0000393,CUST0000393,02/03/2026 21:08,19.6,USD,card, DE,DE,online,  transfer  
TXN0001479,ACC0000048,CUST0000048,16-01-2026 11:01:51,126.04,USD,ach,AU,AU,atm,payment
TXN0004634,ACC0000155,CUST0000155,2026-02-10 16:21:15,138.81,USD,transfer,UK,UK,atm,payment
TXN0007028,ACC0000240,CUST0000240,02/08/2026 18:06,188.91,USD,cash_withdrawal,JP,JP,online,transfer
TXN0001129,ACC0000038,CUST0000038,2026-01-21 20:14:48,409.87,USD,transfer,JP,JP,online,invoice pmt
TXN0008708,ACC0000295,CUST0000295,01/18/2026 11:41,844.48,USD,transfer,NL,NL,mobile,transfer
TXN0006997,ACC0000237,CUST0000237,01/28/2026 17:31,442.9,USD,ach,IE,IE,mobile,misc
TXN0008716,ACC0000295,CUST0000295,02/14/2026 06:06,849.05,USD,transfer,NL,NL,branch,
TXN0006981,ACC0000236,CUST0000236,30-01-2026 19:23:17,517.9,USD,cash_deposit,AU,AU,mobile,invoice pmt
TXN0000235,ACC0000009,CUST0000009,2026-01-05T07:36:23,290.29,USD,cash_deposit,AU,AU,mobile,misc
TXN0003891,ACC0000128,CUST0000128,2026-02-08T09:05:46,5921.03,USD,cash_withdrawal,SG,SG,online,misc
TXN0010266,ACC0000348,CUST0000348,01/03/2026 07:54,909.43,USD,transfer,SG,SG,atm,transfer
TXN0011508,ACC0000386,CUST0000386,01/29/2026 21:15,$208.42,USD,cash_deposit,SG,SG,branch,misc
TXN0011132,ACC0000374,CUST0000374,2026-01-28 13:22:52,405.45,USD,ach,UK,UK,branch,misc
TXN0012037,ACC0000058,CUST0000058,2026-01-16T09:20:24,406.27,USD,card,CA,CA,online,
TXN0005673,ACC0000193,CUST0000193,2026-01-11 00:31:40,98.23,USD,wire,UK,AU,branch,payment
TXN0003005,ACC0000104,CUST0000104,2026-02-05 00:56:17,1218.14,USD,transfer,JP,JP,atm,payment
TXN0009888,ACC0000334,CUST0000334,2026-02-10T11:29:35,145.35,USD,wire,CA,US,atm,payment
TXN0010369,ACC0000350,CUST0000350,01/10/2026 01:53,1028.96,USD ,cash_deposit,UK,UK,branch,
TXN0000016,ACC0000001,CUST0000001,2026-01-10T02:46:25,253.5,USD,ach,SG,SG,online,misc
TXN0001266,ACC0000042,CUST0000042,2026-02-01T09:34:27,90.37,USD,cash_withdrawal,NL,NL,atm,invoice pmt
TXN0001302,ACC0000042,CUST0000042,11-01-2026 23:56:06,66.3,USD,card,NL,NL,atm,
TXN0005828,ACC0000198,CUST0000198,01/22/2026 16:38,$86.67,USD,ach,FR,FR,branch,n/a
TXN0010307,ACC0000348,CUST0000348,2026-02-07 21:55:23,1028.46,USD,ach,SG,SG,phone,payment
TXN0007240,ACC0000248,CUST0000248,2026-01-20T18:06:43,468.0,USD,card,CA,CA,mobile,
TXN0008245,ACC0000279,CUST0000279,2026-01-13T13:37:27,158.27,USD,cash_deposit,FR,FR,branch,misc
TXN0003038,ACC0000104,CUST0000104,01/14/2026 18:20,643.09,USD,ach,JP,JP,mobile,n/a
TXN0012065,ACC0000347,CUST0000347,2026-01-11T20:38:23,1406.53,USD,transfer,CA,CA,mobile,
TXN0009896,ACC0000334,CUST0000334,26-01-2026 16:28:24,89.68,USD,wire,CA,SG,phone,misc
TXN0000517,ACC0000018,CUST0000018,02/09/2026 15:26,"$3,776.09",USD,card,CA,CA,atm,transfer
TXN0006191,ACC0000210,CUST0000210,01/07/2026 06:30,241.92,USD,cash_deposit,CA,CA,branch,invoice pmt
TXN0009866,ACC0000334,CUST0000334,2026-01-25 19:53:30,125.39,USD,card,CA,CA,atm,n/a
TXN0010359,ACC0000350,CUST0000350,2026-01-28 19:11:22,749.34,USD,cash_withdrawal,UK,UK,atm,misc
TXN0002735,ACC0000094,CUST0000094,18-01-2026 04:05:20,446.57,USD,ach,SG,SG,phone,
TXN0010363,ACC0000350,CUST0000350,01/25/2026 23:13,863.43,USD,wire,UK,IE,atm,transfer
TXN0002563,ACC0000089,CUST0000089,2026-02-05T06:23:50,95.83,USD,cash_deposit,US,US,phone,invoice pmt
TXN0007343,ACC0000251,CUST0000251,01/18/2026 05:40,46.71,USD,card,AU,AU,phone,misc
TXN0002770,ACC0000095,CUST0000095,06-02-2026 14:46:31,658.14,USD,transfer,SG,SG,online,misc
TXN0008607,ACC0000293,CUST0000293,2026-01-14 07:58:19,320.63,USD,ach,DE,DE,mobile,payment
TXN0009194,ACC0000309,CUST0000309,14-02-2026 02:27:31,$253.34,USD,ach,AU,AU,mobile,invoice pmt
TXN0006641,ACC0000224,CUST0000224,01/10/2026 03:18,452.54,USD,wire,DE,UK,mobile,transfer
TXN0005633,ACC0000191,CUST0000191,01/09/2026 21:09,795.53,USD,transfer,AU,AU,branch,payment
TXN0009046,ACC0000302,CUST0000302,2026-01-23T10:37:59,693.11,USD,ach,FR,FR,atm,
TXN0004478,ACC0000151,CUST0000151,08-01-2026 15:24:09,221.69,USD,card,US,US,atm,transfer
TXN0007915,ACC0000269,CUST0000269,02/11/2026 12:26,3910.75,USD,card,CA,CA,phone,payment
TXN0011897,ACC0000398,CUST0000398,2026-01-24T10:03:59,321.28,USD,wire,NL,JP,online,payment
TXN0010433,ACC0000352,CUST0000352,2026-01-11 23:32:52,276.99,USD,cash_deposit,UK,UK,mobile,n/a
TXN0008076,ACC0000274,CUST0000274,2026-01-09 02:05:18,526.76,USD,card,SG,SG,atm,payment
TXN0006076,ACC0000205,CUST0000205,23-01-2026 18:23:07,100.92,USD,wire,SG,DE,online,n/a
TXN0010648,ACC0000360,CUST0000360,13-01-2026 21:49:38,396.02,USD,ach,NL,NL,branch,invoice pmt
TXN0001276,ACC0000042,CUST0000042,29-01-2026 00:39:28,71.41,USD,ach,NL,NL,branch,
TXN0000901,ACC0000030,CUST0000030,02-02-2026 07:13:18,622.96,USD,ach,NL,NL,online,invoice pmt
TXN0002101,ACC0000070,CUST0000070,2026-01-07T02:32:52,421.53,USD,transfer,UK,UK,online,transfer
TXN0001322,ACC0000043,,2026-01-30 02:16:15,192.33,USD,wire,DE,IE,atm,payment
TXN0009766,ACC0000330,CUST0000330,01-02-2026 03:59:01,581.08,USD,ach,AU,AU,online,payment
TXN0006171,ACC0000209,CUST0000209,02/14/2026 08:11,977.78,USD,ach,FR,FR,branch,invoice pmt
TXN0001346,ACC0000044,CUST0000044,2026-02-06T18:00:25,750.3,USD,cash_withdrawal,JP,JP,atm,invoice pmt
TXN0012062,ACC0000347,CUST0000347,2026-01-11 20:29:18,1155.04,USD,card,CA,CA,online,
TXN0009628,ACC0000326,CUST0000326,2026-02-01 22:33:11,244.8,USD,cash_withdrawal,FR,FR,branch,n/a
TXN0000345,ACC0000013,CUST0000013,01/21/2026 12:16,528.02,USD,wire,US,IE,phone,transfer
TXN0000557,ACC0000018,CUST0000018,2026-01-02T07:28:58,2658.19,USD ,cash_deposit,CA,CA,mobile,payment
TXN0011024,ACC0000372,CUST0000372,2026-01-27T22:18:24,122.58,USD ,wire,CA,AU,phone,n/a
TXN0007256,ACC0000248,CUST0000248,04-01-2026 23:02:53,132.01,USD,cash_deposit,CA,CA,branch,payment
TXN0006851,ACC0000233,CUST0000233,2026-01-26 17:21:21,701.52,USD,card,US,US,online,invoice pmt
TXN0009994,ACC0000337,CUST0000337,17-01-2026 16:07:41,2698.7,USD,ach,JP,JP,mobile,transfer
TXN0010976,ACC0000369,CUST0000369,02/12/2026 08:43,336.66,USD,transfer,UK,UK,phone,
TXN0009534,ACC0000323,CUST0000323,25-01-2026 05:33:41,269.42,USD,ach,US,US,online,payment
TXN0008990,ACC0000301,CUST0000301,2026-01-14 07:37:09,433.44,USD,wire,DE,JP,mobile,
TXN0007436,ACC0000253,CUST0000253,31-01-2026 20:12:45,257.23,USD,wire,NL,CA,online,misc
TXN0003303,ACC0000111,CUST0000111,01/13/2026 23:07,319.5,USD,wire,JP,SG,online,invoice pmt
TXN0006966,ACC0000235,CUST0000235,2026-01-10 06:29:14,214.86,USD,cash_withdrawal,CA,CA,mobile,transfer
TXN0005486,ACC0000186,,08-01-2026 14:20:04,767.16,USD,ach,SG,SG,mobile,payment
TXN0010701,ACC0000361,CUST0000361,02/06/2026 23:02,271.31,USD,cash_deposit,NL,NL,branch,transfer
TXN0006124,ACC0000208,CUST0000208,2026-01-08 21:34:56,141.83,USD,ach,UK,UK,mobile,invoice pmt
TXN0008766,ACC0000297,CUST0000297,2026-01-23 00:32:09,161.82,USD,transfer,UK,UK,mobile,n/a
TXN0011405,ACC0000383,CUST0000383,2026-01-07T18:57:02,5979.73,USD,cash_deposit,AU,AU,branch,transfer
TXN0003170,ACC0000108,CUST0000108,2026-01-01T21:38:33,1564.07,USD,card,NL,NL,phone,payment
