transaction_id,is_fraud,pattern
TXN0000488,False,none
TXN0000113,False,none
TXN0003230,False,none
TXN0007577,False,none
TXN0000652,False,none
TXN0005528,False,none
TXN0004853,False,none
TXN0002493,False,none
TXN0008418,False,none
TXN0005068,False,none
TXN0001958,False,none
TXN0004545,False,none
TXN0007508,False,none
TXN0000788,False,none
TXN0007288,False,none
TXN0010331,False,none
TXN0002158,False,none
TXN0003399,False,none
TXN0001495,False,none
TXN0009629,False,none
TXN0003565,False,none
TXN0008834,False,none
TXN0009516,False,none
TXN0000219,False,none
TXN0005173,False,none
TXN0000989,False,none
TXN0009767,False,none
TXN0004534,False,none
TXN0000298,False,none
TXN0004094,False,none
TXN0003685,False,none
TXN0004825,False,none
TXN0002148,False,none
TXN0000166,False,none
TXN0000382,False,none
TXN0009759,False,none
TXN0004217,False,none
TXN0001862,False,none
TXN0004050,False,none
TXN0000395,False,none
TXN0011109,False,none
TXN0009111,False,none
TXN0008640,False,none
TXN0006926,False,none
TXN0008510,False,none
TXN0009060,False,none
TXN0008895,False,none
TXN0005638,False,none
TXN0008885,False,none
TXN0005855,False,none
TXN0002587,False,none
TXN0002208,False,none
TXN0008062,False,none
TXN0011965,True,structuring
TXN0010702,False,none
TXN0006333,False,none
TXN0010176,False,none
TXN0006914,False,none
TXN0010856,False,none
TXN0008254,False,none
TXN0001406,False,none
TXN0006864,False,none
TXN0006419,False,none
TXN0008858,False,none
TXN0002886,False,none
TXN0004446,False,none
TXN0004111,False,none
TXN0003348,False,none
TXN0006128,False,none
TXN0008454,False,none
TXN0001167,False,none
TXN0003074,False,none
TXN0006957,False,none
TXN0002307,False,none
TXN0006984,False,none
TXN0010995,False,none
TXN0009345,False,none
TXN0001000,False,none
TXN0006322,False,none
TXN0005817,False,none
TXN0008966,False,none
TXN0004979,False,none
TXN0010245,False,none
TXN0001179,False,none
TXN0006615,False,none
TXN0002130,False,none
TXN0001857,False,none
TXN0004258,False,none
TXN0010300,False,none
TXN0002791,False,none
TXN0009666,False,none
TXN0001378,False,none
TXN0002737,False,none
TXN0000662,False,none
TXN0009989,False,none
TXN0006974,False,none
TXN0005558,False,none
TXN0007136,False,none
TXN0007505,False,none
TXN0010593,False,none
TXN0001665,False,none
TXN0007433,False,none
TXN0011677,False,none
TXN0009462,False,none
TXN0006580,False,none
TXN0001146,False,none
TXN0004861,False,none
TXN0004622,False,none
TXN0001390,False,none
TXN0000107,False,none
TXN0006319,False,none
TXN0009776,False,none
TXN0002566,False,none
TXN0010138,False,none
TXN0006876,False,none
TXN0010614,False,none
TXN0010022,False,none
TXN0004832,False,none
TXN0002849,False,none
TXN0007139,False,none
TXN0010969,False,none
TXN0001829,False,none
TXN0010754,False,none
TXN0010268,False,none
TXN0004951,False,none
TXN0009202,False,none
TXN0003546,False,none
TXN0006446,False,none
TXN0002736,False,none
TXN0011981,True,structuring
TXN0002896,False,none
TXN0011591,False,none
TXN0007956,False,none
TXN0009711,False,none
TXN0008482,False,none
TXN0010715,False,none
TXN0002660,False,none
TXN0008258,False,none
TXN0000424,False,none
TXN0001398,False,none
TXN0007806,False,none
TXN0000018,False,none
TXN0006867,False,none
TXN0002937,False,none
TXN0011777,False,none
TXN0002466,False,none
TXN0003370,False,none
TXN0009468,False,none
TXN0006416,False,none
TXN0006209,False,none
TXN0005732,False,none
TXN0000513,False,none
TXN0011417,False,none
TXN0009692,False,none
TXN0008909,False,none
TXN0008136,False,none
TXN0006458,False,none
TXN0005790,False,none
TXN0006708,False,none
TXN0010374,False,none
TXN0005942,False,none
TXN0003905,False,none
TXN0010440,False,none
TXN0003126,False,none
TXN0009244,False,none
TXN0006016,False,none
TXN0011356,False,none
TXN0004872,False,none
TXN0000855,False,none
TXN0000986,False,none
TXN0009720,False,none
TXN0006108,False,none
TXN0011062,False,none
TXN0003274,False,none
TXN0000824,False,none
TXN0011382,False,none
TXN0001158,False,none
TXN0007197,False,none
TXN0000466,False,none
TXN0009773,False,none
TXN0011246,False,none
TXN0011192,False,none
TXN0008370,False,none
TXN0004237,False,none
TXN0003953,False,none
TXN0011916,False,none
TXN0005758,False,none
TXN0004551,False,none
TXN0001648,False,none
TXN0011220,False,none
TXN0006518,False,none
TXN0005971,False,none
TXN0011890,False,none
TXN0002611,False,none
TXN0011186,False,none
TXN0002633,False,none
TXN0006203,False,none
TXN0011482,False,none
TXN0005802,False,none
TXN0005711,False,none
TXN0011845,False,none
TXN0003356,False,none
TXN0008956,False,none
TXN0008986,False,none
TXN0011854,False,none
TXN0000674,False,none
TXN0001871,False,none
TXN0002481,False,none
TXN0011238,False,none
TXN0005339,False,none
TXN0003630,False,none
TXN0004196,False,none
TXN0010893,False,none
TXN0005771,False,none
TXN0011615,False,none
TXN0006027,False,none
TXN0010501,False,none
TXN0004997,False,none
TXN0001516,False,none
TXN0007116,False,none
TXN0010766,False,none
TXN0008736,False,none
TXN0003810,False,none
TXN0007378,False,none
TXN0010513,False,none
TXN0000246,False,none
TXN0010219,False,none
TXN0008269,False,none
TXN0011773,False,none
TXN0009622,False,none
TXN0000206,False,none
TXN0009892,False,none
TXN0008071,False,none
TXN0008579,False,none
TXN0008489,False,none
TXN0011295,False,none
TXN0005750,False,none
TXN0009524,False,none
TXN0000642,False,none
TXN0010542,False,none
TXN0007545,False,none
TXN0001890,False,none
TXN0007064,False,none
TXN0004716,False,none
TXN0003280,False,none
TXN0008436,False,none
TXN0010342,False,none
TXN0004504,False,none
TXN0004524,False,none
TXN0003811,False,none
TXN0006127,False,none
TXN0009428,False,none
TXN0005354,False,none
TXN0012080,True,high_risk_geo
TXN0006438,False,none
TXN0005597,False,none
TXN0003378,False,none
TXN0008842,False,none
TXN0007158,False,none
TXN0006227,False,none
TXN0007120,False,none
TXN0008625,False,none
TXN0011165,False,none
TXN0007389,False,none
TXN0007216,False,none
TXN0003552,False,none
TXN0002931,False,none
TXN0002171,False,none
TXN0007438,False,none
TXN0008822,False,none
TXN0002494,False,none
TXN0009259,False,none
TXN0001287,False,none
TXN0009553,False,none
TXN0004359,False,none
TXN0000816,False,none
TXN0008232,False,none
TXN0007615,False,none
TXN0011232,False,none
TXN0011670,False,none
TXN0005589,False,none
TXN0004678,False,none
TXN0011783,False,none
TXN0004247,False,none
TXN0004544,False,none
TXN0007714,False,none
TXN0001045,False,none
TXN0004019,False,none
TXN0004931,False,none
TXN0008240,False,none
TXN0008325,False,none
TXN0010527,False,none
TXN0008318,False,none
TXN0005703,False,none
TXN0006119,False,none
TXN0006239,False,none
TXN0003273,False,none
TXN0006874,False,none
TXN0004182,False,none
TXN0011887,False,none
TXN0006650,False,none
TXN0005141,False,none
TXN0011118,False,none
TXN0001344,False,none
TXN0001399,False,none
TXN0000060,False,none
TXN0011354,False,none
TXN0005175,False,none
TXN0009806,False,none
TXN0010746,False,none
TXN0006033,False,none
TXN0008122,False,none
TXN0002983,False,none
TXN0002254,False,none
TXN0002820,False,none
TXN0004902,False,none
TXN0001602,False,none
TXN0003414,False,none
TXN0005625,False,none
TXN0009901,False,none
TXN0003306,False,none
TXN0005951,False,none
TXN0006958,False,none
TXN0008656,False,none
TXN0009155,False,none
TXN0008161,False,none
TXN0009595,False,none
TXN0009114,False,none
TXN0005240,False,none
TXN0008227,False,none
TXN0006939,False,none
TXN0005649,False,none
TXN0000308,False,none
TXN0003355,False,none
TXN0008177,False,none
TXN0002902,False,none
TXN0004016,False,none
TXN0012039,True,velocity
TXN0002452,False,none
TXN0005292,False,none
TXN0008307,False,none
TXN0006241,False,none
TXN0009189,False,none
TXN0001011,False,none
TXN0006393,False,none
TXN0001109,False,none
TXN0003354,False,none
TXN0008263,False,none
TXN0005481,False,none
TXN0007570,False,none
TXN0002975,False,none
TXN0009317,False,none
TXN0002964,False,none
TXN0005057,False,none
TXN0002778,False,none
TXN0006883,False,none
TXN0006689,False,none
TXN0005910,False,none
TXN0006284,False,none
TXN0002424,False,none
TXN0009946,False,none
TXN0002635,False,none
TXN0001094,False,none
TXN0011702,False,none
TXN0002646,False,none
TXN0008012,False,none
TXN0001222,False,none
TXN0000088,False,none
TXN0006736,False,none
TXN0005229,False,none
TXN0000496,False,none
TXN0005433,False,none
TXN0011676,False,none
TXN0002592,False,none
TXN0002415,False,none
TXN0010232,False,none
TXN0008660,False,none
TXN0006618,False,none
TXN0010462,False,none
TXN0003803,False,none
TXN0000966,False,none
TXN0011272,False,none
TXN0000398,False,none
TXN0001077,False,none
TXN0003315,False,none
TXN0007274,False,none
TXN0007010,False,none
TXN0008200,False,none
TXN0005321,False,none
TXN0011536,False,none
TXN0001645,False,none
TXN0001622,False,none
TXN0000329,False,none
TXN0000497,False,none
TXN0003859,False,none
TXN0003154,False,none
TXN0003667,False,none
TXN0007878,False,none
TXN0000031,False,none
TXN0004724,False,none
TXN0007053,False,none
TXN0004608,False,none
TXN0002774,False,none
TXN0011089,False,none
TXN0006802,False,none
TXN0003947,False,none
TXN0010103,False,none
TXN0008635,False,none
TXN0004188,False,none
TXN0005738,False,none
TXN0006935,False,none
TXN0000440,False,none
TXN0008710,False,none
TXN0001213,False,none
TXN0005266,False,none
TXN0009204,False,none
TXN0003665,False,none
TXN0001099,False,none
TXN0002654,False,none
TXN0002157,False,none
TXN0008950,False,none
TXN0009219,False,none
TXN0012158,False,lookalike_legit
TXN0003160,False,none
TXN0003051,False,none
TXN0006933,False,none
TXN0004432,False,none
TXN0005601,False,none
TXN0010330,False,none
TXN0011861,False,none
TXN0004110,False,none
TXN0004096,False,none
TXN0008704,False,none
TXN0000682,False,none
TXN0011194,False,none
TXN0003858,False,none
TXN0008978,False,none
TXN0002904,False,none
TXN0002347,False,none
TXN0011175,False,none
TXN0011866,False,none
TXN0011651,False,none
TXN0003294,False,none
TXN0002240,False,none
TXN0011069,False,none
TXN0003291,False,none
TXN0008015,False,none
TXN0009252,False,none
TXN0001186,False,none
TXN0000311,False,none
TXN0004107,False,none
TXN0001614,False,none
TXN0011757,False,none
TXN0011709,False,none
TXN0001377,False,none
TXN0006173,False,none
TXN0006612,False,none
TXN0004677,False,none
TXN0005937,False,none
TXN0012105,False,lookalike_legit
TXN0003778,False,none
TXN0009840,False,none
TXN0004130,False,none
TXN0001637,False,none
TXN0006008,False,none
TXN0004203,False,none
TXN0006713,False,none
TXN0003079,False,none
TXN0006847,False,none
TXN0004528,False,none
TXN0009729,False,none
TXN0007555,False,none
TXN0009862,False,none
TXN0005056,False,none
TXN0005016,False,none
TXN0005034,False,none
TXN0002100,False,none
TXN0003353,False,none
TXN0000184,False,none
TXN0005048,False,none
TXN0002457,False,none
TXN0007665,False,none
TXN0011543,False,none
TXN0007540,False,none
TXN0010410,False,none
TXN0001217,False,none
TXN0000865,False,none
TXN0001975,False,none
TXN0003799,False,none
TXN0001886,False,none
TXN0005480,False,none
TXN0003782,False,none
TXN0012137,False,lookalike_legit
TXN0011971,True,structuring
TXN0006699,False,none
TXN0006433,False,none
TXN0004075,False,none
TXN0002936,False,none
TXN0005042,False,none
TXN0009009,False,none
TXN0009154,False,none
TXN0007908,False,none
TXN0010781,False,none
TXN0005079,False,none
TXN0008492,False,none
TXN0000261,False,none
TXN0003312,False,none
TXN0007068,False,none
TXN0001366,False,none
TXN0000186,False,none
TXN0007593,False,none
TXN0010226,False,none
TXN0010771,False,none
TXN0012132,False,lookalike_legit
TXN0010418,False,none
TXN0002318,False,none
TXN0007656,False,none
TXN0003346,False,none
TXN0004890,False,none
TXN0009313,False,none
TXN0000840,False,none
TXN0010448,False,none
TXN0008545,False,none
TXN0007164,False,none
TXN0011789,False,none
TXN0000747,False,none
TXN0009050,False,none
TXN0001554,False,none
TXN0009884,False,none
TXN0001967,False,none
TXN0008472,False,none
TXN0011383,False,none
TXN0008782,False,none
TXN0003100,False,none
TXN0001790,False,none
TXN0007453,False,none
TXN0010770,False,none
TXN0009034,False,none
TXN0003659,False,none
TXN0003514,False,none
TXN0011532,False,none
TXN0009125,False,none
TXN0010765,False,none
TXN0010188,False,none
TXN0011419,False,none
TXN0007442,False,none
TXN0001353,False,none
TXN0002843,False,none
TXN0003636,False,none
TXN0004741,False,none
TXN0009247,False,none
TXN0005656,False,none
TXN0008555,False,none
TXN0009091,False,none
TXN0005582,False,none
TXN0005484,False,none
TXN0000474,False,none
TXN0010896,False,none
TXN0009268,False,none
TXN0002412,False,none
TXN0004334,False,none
TXN0007706,False,none
TXN0005049,False,none
TXN0004140,False,none
TXN0003617,False,none
TXN0008106,False,none
TXN0011107,False,none
TXN0002190,False,none
TXN0000806,False,none
TXN0010460,False,none
TXN0010673,False,none
TXN0011507,False,none
TXN0011754,False,none
TXN0002433,False,none
TXN0005620,False,none
TXN0004688,False,none
TXN0003791,False,none
TXN0003672,False,none
TXN0008566,False,none
TXN0008847,False,none
TXN0004934,False,none
TXN0005930,False,none
TXN0006210,False,none
TXN0001544,False,none
TXN0009611,False,none
TXN0004664,False,none
TXN0007340,False,none
TXN0009132,False,none
TXN0009555,False,none
TXN0011635,False,none
TXN0009249,False,none
TXN0003327,False,none
TXN0004234,False,none
TXN0008223,False,none
TXN0001447,False,none
TXN0000828,False,none
TXN0006908,False,none
TXN0002895,False,none
TXN0003185,False,none
TXN0010694,False,none
TXN0003359,False,none
TXN0000505,False,none
TXN0001488,False,none
TXN0004977,False,none
TXN0010034,False,none
TXN0005968,False,none
TXN0003040,False,none
TXN0006345,False,none
TXN0003547,False,none
TXN0000168,False,none
TXN0007326,False,none
TXN0011856,False,none
TXN0001899,False,none
TXN0000259,False,none
TXN0003400,False,none
TXN0006378,False,none
TXN0006642,False,none
TXN0001776,False,none
TXN0011978,True,structuring
TXN0008335,False,none
TXN0004266,False,none
TXN0007519,False,none
TXN0002595,False,none
TXN0010008,False,none
TXN0003990,False,none
TXN0001199,False,none
TXN0005899,False,none
TXN0002962,False,none
TXN0005356,False,none
TXN0006421,False,none
TXN0005611,False,none
TXN0011668,False,none
TXN0012079,True,high_risk_geo
TXN0006186,False,none
TXN0002687,False,none
TXN0005538,False,none
TXN0003995,False,none
TXN0001766,False,none
TXN0009590,False,none
TXN0008786,False,none
TXN0009841,False,none
TXN0005675,False,none
TXN0003442,False,none
TXN0002760,False,none
TXN0009279,False,none
TXN0002933,False,none
TXN0012054,True,velocity
TXN0000553,False,none
TXN0001285,False,none
TXN0007740,False,none
TXN0000710,False,none
TXN0010140,False,none
TXN0008082,False,none
TXN0005159,False,none
TXN0005060,False,none
TXN0003287,False,none
TXN0001492,False,none
TXN0010507,False,none
TXN0002379,False,none
TXN0009183,False,none
TXN0005996,False,none
TXN0006170,False,none
TXN0002373,False,none
TXN0003520,False,none
TXN0010132,False,none
TXN0009950,False,none
TXN0008785,False,none
TXN0007884,False,none
TXN0001724,False,none
TXN0001393,False,none
TXN0007286,False,none
TXN0009765,False,none
TXN0006005,False,none
TXN0011499,False,none
TXN0003988,False,none
TXN0003018,False,none
TXN0002142,False,none
TXN0005906,False,none
TXN0009151,False,none
TXN0005666,False,none
TXN0001015,False,none
TXN0008790,False,none
TXN0005245,False,none
TXN0002912,False,none
TXN0010512,False,none
TXN0004675,False,none
TXN0010447,False,none
TXN0009630,False,none
TXN0005415,False,none
TXN0003948,False,none
TXN0010018,False,none
TXN0004893,False,none
TXN0002274,False,none
TXN0007257,False,none
TXN0008746,False,none
TXN0010949,False,none
TXN0005946,False,none
TXN0000495,False,none
TXN0008109,False,none
TXN0008231,False,none
TXN0004984,False,none
TXN0010806,False,none
TXN0012008,True,velocity
TXN0005450,False,none
TXN0003634,False,none
TXN0008119,False,none
TXN0000558,False,none
TXN0001849,False,none
TXN0010249,False,none
TXN0006804,False,none
TXN0002788,False,none
TXN0003325,False,none
TXN0007031,False,none
TXN0006389,False,none
TXN0007371,False,none
TXN0002341,False,none
TXN0005063,False,none
TXN0008903,False,none
TXN0007830,False,none
TXN0000013,False,none
TXN0010044,False,none
TXN0005766,False,none
TXN0003041,False,none
TXN0007219,False,none
TXN0010024,False,none
TXN0001762,False,none
TXN0001125,False,none
TXN0000532,False,none
TXN0000192,False,none
TXN0008539,False,none
TXN0011585,False,none
TXN0009805,False,none
TXN0011420,False,none
TXN0008678,False,none
TXN0006177,False,none
TXN0006184,False,none
TXN0006548,False,none
TXN0001379,False,none
TXN0010697,False,none
TXN0005662,False,none
TXN0002981,False,none
TXN0009651,False,none
TXN0006257,False,none
TXN0007057,False,none
TXN0000320,False,none
TXN0002189,False,none
TXN0007986,False,none
TXN0008337,False,none
TXN0010143,False,none
TXN0002734,False,none
TXN0007691,False,none
TXN0003903,False,none
TXN0002423,False,none
TXN0011738,False,none
TXN0010381,False,none
TXN0012014,True,velocity
TXN0003173,False,none
TXN0001584,False,none
TXN0000782,False,none
TXN0010339,False,none
TXN0007226,False,none
TXN0009740,False,none
TXN0002812,False,none
TXN0003165,False,none
TXN0001286,False,none
TXN0010778,False,none
TXN0003941,False,none
TXN0010104,False,none
TXN0002772,False,none
TXN0010175,False,none
TXN0001171,False,none
TXN0009350,False,none
TXN0000293,False,none
TXN0010038,False,none
TXN0002461,False,none
TXN0006755,False,none
TXN0004939,False,none
TXN0006991,False,none
TXN0006887,False,none
TXN0007451,False,none
TXN0008207,False,none
TXN0010925,False,none
TXN0003271,False,none
TXN0008647,False,none
TXN0012033,True,velocity
TXN0003500,False,none
TXN0002257,False,none
TXN0004875,False,none
TXN0000731,False,none
TXN0001953,False,none
TXN0004159,False,none
TXN0000774,False,none
TXN0004555,False,none
TXN0010035,False,none
TXN0008756,False,none
TXN0009211,False,none
TXN0010478,False,none
TXN0006799,False,none
TXN0008873,False,none
TXN0005267,False,none
TXN0008927,False,none
TXN0008488,False,none
TXN0000376,False,none
TXN0008438,False,none
TXN0011229,False,none
TXN0010861,False,none
TXN0000750,False,none
TXN0001661,False,none
TXN0004349,False,none
TXN0009576,False,none
TXN0009266,False,none
TXN0010046,False,none
TXN0011662,False,none
TXN0000741,False,none
TXN0001467,False,none
TXN0001417,False,none
TXN0003618,False,none
TXN0009788,False,none
TXN0009677,False,none
TXN0005585,False,none
TXN0008404,False,none
TXN0004215,False,none
TXN0006245,False,none
TXN0011859,False,none
TXN0009939,False,none
TXN0011467,False,none
TXN0010427,False,none
TXN0008447,False,none
TXN0002171,False,none
TXN0008912,False,none
TXN0010717,False,none
TXN0011725,False,none
TXN0010910,False,none
TXN0011490,False,none
TXN0009473,False,none
TXN0010257,False,none
TXN0011739,False,none
TXN0005423,False,none
TXN0008526,False,none
TXN0011086,False,none
TXN0000448,False,none
TXN0004451,False,none
TXN0011541,False,none
TXN0005257,False,none
TXN0003958,False,none
TXN0005610,False,none
TXN0005586,False,none
TXN0011124,False,none
TXN0010336,False,none
TXN0006825,False,none
TXN0003089,False,none
TXN0010205,False,none
TXN0007254,False,none
TXN0011899,False,none
TXN0001392,False,none
TXN0001756,False,none
TXN0007273,False,none
TXN0007898,False,none
TXN0006109,False,none
TXN0009436,False,none
TXN0000809,False,none
TXN0001397,False,none
TXN0011372,False,none
TXN0007620,False,none
TXN0001123,False,none
TXN0003679,False,none
TXN0010803,False,none
TXN0002930,False,none
TXN0006749,False,none
TXN0003112,False,none
TXN0005747,False,none
TXN0006004,False,none
TXN0010150,False,none
TXN0008210,False,none
TXN0000328,False,none
TXN0004612,False,none
TXN0007971,False,none
TXN0010216,False,none
TXN0003059,False,none
TXN0008342,False,none
TXN0003578,False,none
TXN0002138,False,none
TXN0007944,False,none
TXN0009703,False,none
TXN0003309,False,none
TXN0011762,False,none
TXN0008352,False,none
TXN0004768,False,none
TXN0009072,False,none
TXN0002715,False,none
TXN0005862,False,none
TXN0000317,False,none
TXN0003933,False,none
TXN0002709,False,none
TXN0001210,False,none
TXN0002655,False,none
TXN0002775,False,none
TXN0011623,False,none
TXN0002960,False,none
TXN0007834,False,none
TXN0009712,False,none
TXN0005213,False,none
TXN0009683,False,none
TXN0006946,False,none
TXN0007463,False,none
TXN0001257,False,none
TXN0010029,False,none
TXN0000001,False,none
TXN0006716,False,none
TXN0007872,False,none
TXN0009073,False,none
TXN0012116,False,lookalike_legit
TXN0000758,False,none
TXN0000126,False,none
TXN0011227,False,none
TXN0009849,False,none
TXN0001404,False,none
TXN0007874,False,none
TXN0000720,False,none
TXN0010028,False,none
TXN0002375,False,none
TXN0007022,False,none
TXN0010442,False,none
TXN0003224,False,none
TXN0000905,False,none
TXN0005217,False,none
TXN0006581,False,none
TXN0001568,False,none
TXN0010338,False,none
TXN0009066,False,none
TXN0006972,False,none
TXN0008018,False,none
TXN0010126,False,none
TXN0010347,False,none
TXN0004849,False,none
TXN0009293,False,none
TXN0005518,False,none
TXN0011566,False,none
TXN0009442,False,none
TXN0002333,False,none
TXN0000643,False,none
TXN0011902,False,none
TXN0003199,False,none
TXN0004407,False,none
TXN0010147,False,none
TXN0005434,False,none
TXN0002995,False,none
TXN0007149,False,none
TXN0002048,False,none
TXN0010712,False,none
TXN0012070,True,high_risk_geo
TXN0005909,False,none
